0,-0.0033983,0.0018858,-0.0033983,0.0018858
0.001,-0.0023728,0.0028535,-0.0023728,0.0028535
0.002,-0.0013474,0.0038213,-0.0013474,0.0038213
0.003,-0.00032205,0.004789,-0.00032205,0.004789
0.004,0.00070317,0.0057568,0.00070317,0.0057568
0.005,0.0017283,0.0067245,0.0017283,0.0067245
0.006,0.0027533,0.0076922,0.0027533,0.0076922
0.007,0.0037783,0.00866,0.0037783,0.00866
0.008,0.0048031,0.0096277,0.0048031,0.0096277
0.009,0.0058278,0.010595,0.0058278,0.010595
0.01,0.0068525,0.011563,0.0068525,0.011563
0.011,0.007877,0.012531,0.007877,0.012531
0.012,0.0089015,0.013499,0.0089015,0.013499
0.013,0.0099259,0.014466,0.0099259,0.014466
0.014,0.01095,0.015434,0.01095,0.015434
0.015,0.011974,0.016402,0.011974,0.016402
0.016,0.012998,0.01737,0.012998,0.01737
0.017,0.014022,0.018337,0.014022,0.018337
0.018,0.015046,0.019305,0.015046,0.019305
0.019,0.01607,0.020273,0.01607,0.020273
0.02,0.017094,0.021241,0.017094,0.021241
0.021,0.018117,0.022208,0.018117,0.022208
0.022,0.019141,0.023176,0.019141,0.023176
0.023,0.020164,0.024144,0.020164,0.024144
0.024,0.021188,0.025112,0.021188,0.025112
0.025,0.022211,0.026079,0.022211,0.026079
0.026,0.023234,0.027047,0.023234,0.027047
0.027,0.024257,0.028015,0.024257,0.028015
0.028,0.02528,0.028983,0.02528,0.028983
0.029,0.026303,0.02995,0.026303,0.02995
0.03,0.027326,0.030918,0.027326,0.030918
0.031,0.028349,0.031886,0.028349,0.031886
0.032,0.029371,0.032854,0.029371,0.032854
0.033,0.030394,0.033821,0.030394,0.033821
0.034,0.031416,0.034789,0.031416,0.034789
0.035,0.032439,0.035757,0.032439,0.035757
0.036,0.033461,0.036725,0.033461,0.036725
0.037,0.034483,0.037692,0.034483,0.037692
0.038,0.035505,0.03866,0.035505,0.03866
0.039,0.036527,0.039628,0.036527,0.039628
0.04,0.037549,0.040595,0.037549,0.040595
0.041,0.038571,0.041563,0.038571,0.041563
0.042,0.039592,0.042531,0.039592,0.042531
0.043,0.040614,0.043499,0.040614,0.043499
0.044,0.041635,0.044466,0.041635,0.044466
0.045,0.042657,0.045434,0.042657,0.045434
0.046,0.043678,0.046402,0.043678,0.046402
0.047,0.044699,0.04737,0.044699,0.04737
0.048,0.045721,0.048337,0.045721,0.048337
0.049,0.046742,0.049305,0.046742,0.049305
0.05,0.047763,0.050273,0.047763,0.050273
0.051,0.048784,0.051241,0.048784,0.051241
