2.248,8760.661387
2.249,9217.258194
2.25,9701.677581
2.251,10285.12923
2.252,10855.88732
2.253,11289.98413
2.254,11697.9519
2.255,12178.38742
2.256,12650.59713
2.257,13048.3391
2.258,13429.62945
2.259,13858.16174
2.26,14267.46823
2.261,14606.64568
2.262,14912.06506
2.263,15215.88768
2.264,15504.74255
2.265,15743.82323
2.266,15968.80713
2.267,16201.56523
2.268,16393.85558
2.269,16535.58142
2.27,16665.82339
2.271,16801.08148
2.272,16908.517
2.273,16967.04929
2.274,17003.38803
2.275,17023.33968
2.276,17010.64616
2.277,16982.90426
2.278,16950.54945
2.279,16892.56561
2.28,16810.46887
2.281,16727.16245
2.282,16634.32377
2.283,16497.92058
2.284,16333.04965
2.285,16181.75935
2.286,16028.54971
2.287,15840.72716
2.288,15636.48526
2.289,15452.37239
2.29,15252.16274
2.291,14975.6789
2.292,14670.27571
2.293,14407.14671
2.294,14165.40481
2.295,13901.21129
2.296,13625.43713
2.297,13370.792
2.298,13117.64687
2.299,12833.6469
2.3,12538.11468
2.301,12267.55019
2.302,11999.48571
2.303,11686.72768
2.304,11373.40513
2.305,11122.58258
2.306,10885.38906
2.307,10600.37297
2.308,10307.92139
2.309,10061.40529
2.31,9823.308548
2.311,9532.969871
2.312,9226.131194
2.313,8964.06671
2.314,8715.905452
