27.9000, 0.0059
27.9020, 0.0067
27.9040, 0.0072
27.9060, 0.0071
27.9080, 0.0066
27.9100, 0.0061
27.9120, 0.0061
27.9140, 0.0070
27.9160, 0.0084
27.9180, 0.0099
27.9200, 0.0108
27.9220, 0.0109
27.9240, 0.0101
27.9260, 0.0093
27.9280, 0.0092
27.9300, 0.0104
27.9320, 0.0130
27.9340, 0.0158
27.9360, 0.0177
27.9380, 0.0178
27.9400, 0.0163
27.9420, 0.0144
27.9440, 0.0140
27.9460, 0.0168
27.9480, 0.0226
27.9500, 0.0297
27.9520, 0.0349
27.9540, 0.0358
27.9560, 0.0320
27.9580, 0.0262
27.9600, 0.0234
27.9620, 0.0285
27.9640, 0.0434
27.9660, 0.0652
27.9680, 0.0864
27.9700, 0.0983
27.9720, 0.0950
27.9740, 0.0781
27.9760, 0.0577
27.9780, 0.0501
27.9800, 0.0724
27.9820, 0.1356
27.9840, 0.2401
27.9860, 0.3739
27.9880, 0.5165
27.9900, 0.6450
27.9920, 0.7399
27.9940, 0.7906
27.9960, 0.7964
27.9980, 0.7648
28.0000, 0.7074
28.0020, 0.6353
28.0040, 0.5572
28.0060, 0.4783
28.0080, 0.4020
28.0100, 0.3311
28.0120, 0.2679
28.0140, 0.2147
28.0160, 0.1726
28.0180, 0.1412
28.0200, 0.1181
28.0220, 0.1006
28.0240, 0.0861
28.0260, 0.0734
28.0280, 0.0622
28.0300, 0.0531
28.0320, 0.0464
28.0340, 0.0418
28.0360, 0.0385
28.0380, 0.0355
28.0400, 0.0322
28.0420, 0.0288
28.0440, 0.0256
28.0460, 0.0232
28.0480, 0.0216
28.0500, 0.0205
28.0520, 0.0195
28.0540, 0.0183
28.0560, 0.0168
28.0580, 0.0153
28.0600, 0.0141
28.0620, 0.0133
28.0640, 0.0128
28.0660, 0.0123
28.0680, 0.0118
28.0700, 0.0110
28.0720, 0.0102
28.0740, 0.0095
28.0760, 0.0090
28.0780, 0.0087
28.0800, 0.0085
28.0820, 0.0082
28.0840, 0.0077
28.0860, 0.0072
28.0880, 0.0067
28.0900, 0.0064
28.0920, 0.0062
28.0940, 0.0062
28.0960, 0.0060
28.0980, 0.0056
28.1000, 0.0051
28.1020, 0.0048
28.1040, 0.0046
28.1060, 0.0046
28.1080, 0.0045
28.1100, 0.0043
28.1120, 0.0040
28.1140, 0.0037
28.1160, 0.0035
28.1180, 0.0034
28.1200, 0.0033
28.1220, 0.0032
28.1240, 0.0031
28.1260, 0.0029
28.1280, 0.0028
28.1300, 0.0026
28.1320, 0.0025
28.1340, 0.0024
28.1360, 0.0023
28.1380, 0.0023
28.1400, 0.0022
28.1420, 0.0021
28.1440, 0.0020
28.1460, 0.0019
28.1480, 0.0019
28.1500, 0.0018
28.1520, 0.0018
28.1540, 0.0017
28.1560, 0.0016
28.1580, 0.0016
28.1600, 0.0015
28.1620, 0.0015
28.1640, 0.0015
28.1660, 0.0014
28.1680, 0.0014
28.1700, 0.0014
28.1720, 0.0013
28.1740, 0.0013
28.1760, 0.0013
28.1780, 0.0013
28.1800, 0.0012
28.1820, 0.0012
28.1840, 0.0012
28.1860, 0.0012
28.1880, 0.0012
28.1900, 0.0011
28.1920, 0.0011
28.1940, 0.0011
28.1960, 0.0011
28.1980, 0.0011
28.2000, 0.0011
28.2020, 0.0011
28.2040, 0.0011
28.2060, 0.0011
28.2080, 0.0011
28.2100, 0.0011
28.2120, 0.0011
28.2140, 0.0010
28.2160, 0.0010
28.2180, 0.0010
28.2200, 0.0010
28.2220, 0.0010
28.2240, 0.0010
28.2260, 0.0010
28.2280, 0.0010
28.2300, 0.0010
28.2320, 0.0010
28.2340, 0.0010
28.2360, 0.0010
28.2380, 0.0010
28.2400, 0.0010
28.2420, 0.0010
28.2440, 0.0010
28.2460, 0.0010
28.2480, 0.0010
28.2500, 0.0010
28.2520, 0.0010
28.2540, 0.0010
28.2560, 0.0010
28.2580, 0.0010
28.2600, 0.0010
28.2620, 0.0010
28.2640, 0.0010
28.2660, 0.0010
28.2680, 0.0010
28.2700, 0.0010
28.2720, 0.0010
28.2740, 0.0010
28.2760, 0.0010
28.2780, 0.0010
28.2800, 0.0010
28.2820, 0.0010
28.2840, 0.0010
28.2860, 0.0010
28.2880, 0.0010
28.2900, 0.0010
28.2920, 0.0010
28.2940, 0.0010
28.2960, 0.0010
28.2980, 0.0010
28.3000, 0.0010
28.3020, 0.0010
28.3040, 0.0010
28.3060, 0.0010
28.3080, 0.0010
28.3100, 0.0010
28.3120, 0.0010
28.3140, 0.0010
28.3160, 0.0010
28.3180, 0.0010
28.3200, 0.0010
28.3220, 0.0010
28.3240, 0.0010
28.3260, 0.0010
28.3280, 0.0010
28.3300, 0.0010
28.3320, 0.0010
28.3340, 0.0010
28.3360, 0.0010
28.3380, 0.0010
28.3400, 0.0010
28.3420, 0.0010
28.3440, 0.0010
28.3460, 0.0010
28.3480, 0.0010
28.3500, 0.0010
28.3520, 0.0010
28.3540, 0.0010
28.3560, 0.0010
28.3580, 0.0010
28.3600, 0.0010
28.3620, 0.0010
28.3640, 0.0010
28.3660, 0.0010
28.3680, 0.0010
28.3700, 0.0010
28.3720, 0.0010
28.3740, 0.0010
28.3760, 0.0010
28.3780, 0.0010
28.3800, 0.0010
28.3820, 0.0010
28.3840, 0.0010
28.3860, 0.0010
28.3880, 0.0010
28.3900, 0.0010
28.3920, 0.0010
28.3940, 0.0010
28.3960, 0.0010
28.3980, 0.0010
28.4000, 0.0010
28.4020, 0.0010
28.4040, 0.0010
28.4060, 0.0010
28.4080, 0.0010
28.4100, 0.0010
28.4120, 0.0010
28.4140, 0.0010
28.4160, 0.0010
28.4180, 0.0010
28.4200, 0.0010
28.4220, 0.0010
28.4240, 0.0010
28.4260, 0.0010
28.4280, 0.0010
28.4300, 0.0010
28.4320, 0.0010
28.4340, 0.0010
28.4360, 0.0010
28.4380, 0.0010
28.4400, 0.0010
28.4420, 0.0010
28.4440, 0.0010
28.4460, 0.0010
28.4480, 0.0010
28.4500, 0.0010
28.4520, 0.0010
28.4540, 0.0010
28.4560, 0.0010
28.4580, 0.0010
28.4600, 0.0010
28.4620, 0.0010
28.4640, 0.0010
28.4660, 0.0010
28.4680, 0.0010
28.4700, 0.0010
28.4720, 0.0010
28.4740, 0.0010
28.4760, 0.0010
28.4780, 0.0010
28.4800, 0.0010
28.4820, 0.0010
28.4840, 0.0010
28.4860, 0.0010
28.4880, 0.0010
28.4900, 0.0010
28.4920, 0.0010
28.4940, 0.0010
28.4960, 0.0010
28.4980, 0.0010
28.5000, 0.0010
