0,20007,19732,19843,19805,19729,19810,19631,19835,19839,19729,19869,19697,19647,19709,19785,19571,19700,19557,19594,19503,19642,19639,19552,19337,19882,19633,19635,19659,19409,19544,19497,19686,19702,19474,19427,19581,19323,19532,19408,19712,19404,19603,19401,19492,19570,19456,19445,19662,19531,19493,19649,19515,19617,19594,19574,19575,19532,19762,19493,19592,19473,19563,19628,19685,19692,19477,19754,19638,19652,19757,19907,19730,19492,19697,19557,19640,19849,19800,19629,19675,19597,19580,19713,19699,19918,19675,19941,19630,19874,19865,19772,19834,19656,19634,19773,19892,19629,19752,19806,19705,
1,20004,19719,19810,19779,19852,19795,19671,19808,19855,19776,19883,19656,19628,19776,19759,19575,19671,19634,19583,19616,19613,19676,19619,19349,19906,19616,19610,19672,19491,19623,19590,19611,19589,19484,19340,19528,19337,19573,19422,19706,19385,19636,19356,19413,19571,19469,19453,19629,19460,19505,19685,19575,19650,19633,19566,19632,19517,19752,19474,19544,19475,19653,19618,19687,19675,19516,19813,19539,19762,19792,19971,19747,19473,19613,19612,19705,19863,19850,19653,19680,19616,19568,19724,19626,19909,19707,19926,19679,19817,19833,19761,19801,19720,19657,19662,19887,19553,19651,19770,19705,
2,19982,19774,19765,19768,19901,19789,19661,19849,19862,19796,19767,19580,19722,19713,19729,19617,19815,19602,19573,19667,19460,19646,19596,19436,19875,19491,19586,19679,19625,19727,19622,19521,19644,19485,19325,19451,19366,19610,19453,19617,19476,19611,19327,19458,19536,19463,19508,19655,19515,19476,19734,19612,19621,19681,19558,19631,19544,19734,19474,19621,19552,19656,19533,19680,19621,19560,19793,19522,19798,19627,19890,19740,19460,19621,19633,19765,19788,19686,19641,19663,19612,19562,19664,19609,19880,19730,19902,19730,19849,19705,19751,19834,19781,19776,19706,19904,19534,19740,19711,19693,
3,19959,19716,19731,19829,19897,19900,19618,19843,19772,19803,19708,19512,19761,19705,19739,19661,19892,19699,19573,19780,19491,19611,19579,19445,19730,19605,19508,19679,19654,19534,19650,19509,19611,19574,19309,19433,19392,19693,19371,19377,19473,19543,19424,19404,19554,19450,19544,19563,19591,19510,19722,19608,19576,19638,19551,19652,19494,19686,19461,19632,19554,19620,19460,19667,19651,19633,19770,19520,19897,19505,19822,19622,19456,19708,19643,19833,19857,19769,19636,19741,19630,19558,19652,19657,19849,19850,19906,19748,19923,19633,19739,19845,19860,19764,19659,19890,19607,19781,19569,19682,
4,19937,19712,19727,19895,19906,19870,19680,19873,19729,19805,19688,19578,19813,19717,19795,19607,19945,19744,19579,19712,19514,19611,19531,19352,19687,19640,19538,19680,19557,19500,19632,19440,19677,19539,19301,19490,19411,19414,19382,19663,19486,19591,19452,19377,19652,19439,19591,19546,19604,19503,19658,19694,19472,19604,19550,19632,19486,19756,19315,19556,19529,19605,19535,19652,19650,19681,19748,19730,19950,19533,19731,19481,19462,19825,19665,19856,19772,19866,19558,19772,19636,19557,19704,19732,19822,19796,19897,19702,20007,19625,19730,19830,19934,19724,19603,19861,19617,19802,19585,19676,
5,19866,19736,19732,20041,19882,19859,19668,19926,19777,19840,19705,19657,19883,19706,19790,19665,19975,19747,19677,19766,19538,19578,19616,19601,19606,19750,19486,19749,19486,19511,19622,19438,19715,19494,19418,19531,19475,19360,19343,19642,19549,19512,19485,19375,19691,19459,19662,19553,19655,19458,19617,19653,19482,19602,19587,19590,19526,19748,19302,19655,19461,19608,19551,19617,19633,19714,19673,19747,20006,19562,19721,19476,19510,19946,19605,19835,19753,19901,19504,19664,19593,19598,19767,19768,19761,19915,19902,19712,20047,19608,19774,19910,19938,19673,19648,19881,19841,19819,19720,19712,
6,19850,19778,19710,20060,19853,19933,19585,19972,19837,19857,19745,19761,19959,19730,19899,19579,19866,19903,19714,19733,19657,19696,19685,19633,19511,19847,19591,19777,19417,19550,19479,19483,19746,19436,19486,19628,19499,19703,19336,19770,19624,19570,19573,19505,19699,19468,19631,19572,19663,19549,19534,19665,19500,19546,19602,19538,19550,19865,19303,19593,19542,19520,19653,19614,19694,19656,19665,19736,19973,19573,19762,19480,19530,19978,19584,19743,19893,19957,19443,19680,19719,19613,19814,19789,19912,19937,19899,19616,20030,19585,19794,19784,19926,19650,19700,19896,19921,19861,19801,19730,
7,19840,19842,19721,20019,19895,19873,19637,19986,20007,19874,19825,19874,19846,19792,19872,19590,19828,19937,19755,19767,19620,19799,19731,19529,19570,19833,19659,19809,19461,19596,19461,19572,19647,19456,19458,19705,19520,19743,19466,19728,19503,19645,19631,19646,19608,19481,19719,19652,19675,19560,19508,19582,19642,19559,19620,19592,19592,19796,19391,19621,19442,19569,19730,19614,19734,19569,19661,19742,19913,19643,19838,19508,19554,19814,19545,19712,19860,19962,19354,19640,19732,19627,19826,19721,19929,19923,19991,19545,19895,19692,19820,19891,19976,19708,19748,19944,19968,19865,19844,19753,
8,19835,19870,19727,19992,19842,19891,19670,19984,20130,19891,19847,19934,19868,19784,19793,19601,19791,19929,19797,19854,19628,19757,19713,19407,19581,19789,19706,19845,19544,19694,19641,19719,19624,19561,19476,19683,19541,19581,19574,19595,19533,19711,19683,19662,19567,19496,19744,19658,19698,19562,19461,19557,19684,19557,19638,19586,19625,19796,19616,19669,19468,19630,19672,19618,19820,19406,19743,19605,19925,19639,19912,19571,19578,20124,19566,19684,19777,19975,19432,19688,19747,19644,19771,19714,20065,19938,20040,19460,19957,19749,19850,19960,20017,19759,19845,19904,19912,19945,19834,19781,
9,19841,19873,19733,19933,19859,19868,19687,20031,20186,19904,19904,19914,19895,19734,19771,19668,19800,19748,19828,19911,19633,19765,19701,19438,19609,19741,19793,19877,19624,19730,19727,19728,19584,19679,19444,19687,19559,19716,19638,19421,19567,19797,19641,19734,19572,19510,19748,19643,19734,19595,19625,19597,19757,19643,19652,19648,19655,19850,19675,19715,19529,19653,19697,19629,19905,19454,19822,19488,19987,19659,19939,19666,19597,20034,19637,19609,19686,19924,19494,19828,19772,19658,19844,19694,20069,19877,20004,19491,19934,19823,19877,20062,20060,19861,19877,19888,19802,19943,19755,19810,
10,19854,19895,19836,19919,19887,19987,19781,20061,20249,19917,19944,19925,19874,19697,19762,19756,19859,19668,19856,19898,19619,19725,19700,19455,19646,19730,19793,19908,19618,19813,19809,19659,19551,19787,19415,19667,19578,19826,19721,19378,19491,19925,19661,19669,19639,19523,19728,19511,19761,19596,19677,19614,19664,19735,19667,19768,19529,19825,19728,19774,19578,19785,19586,19643,19853,19498,19881,19503,19986,19680,20007,19737,19614,19876,19802,19695,19711,19942,19630,19907,19729,19674,19899,19618,20117,19931,20014,19576,20010,19862,19903,20121,20071,19867,19805,19890,19738,19916,19716,19839,
11,19871,20003,19933,19963,19918,19951,19865,20138,20172,19931,19940,19894,19916,19668,19819,19795,19865,19615,19881,19871,19648,19706,19699,19575,19663,19747,19726,19936,19738,19775,19797,19693,19635,19786,19448,19740,19600,19816,19690,19455,19535,19985,19655,19545,19672,19535,19727,19491,19848,19577,19710,19598,19650,19783,19682,19780,19538,19931,19648,19732,19596,19750,19614,19659,19780,19600,19863,19567,20011,19722,19919,19772,19628,20193,19873,19816,19801,20022,19762,19998,19756,19691,19846,19713,20224,19872,19958,19641,20010,19913,19927,20146,20010,19806,19840,19822,19708,19848,19732,19866,
12,19893,20061,19974,20039,19944,19894,19832,20115,20192,19948,19966,19812,19919,19643,19910,19845,19814,19706,19900,19751,19690,19731,19795,19598,19765,19773,19624,19958,19718,19762,19781,19636,19647,19759,19568,19786,19622,20083,19631,19576,19546,19888,19564,19494,19669,19544,19628,19529,19803,19502,19848,19679,19598,19839,19697,19825,19629,20025,19600,19844,19574,19741,19626,19678,19648,19705,19884,19673,19969,19797,19860,19782,19642,20312,19794,19892,19826,20001,19800,19957,19754,19708,19880,19740,20251,19962,19928,19699,20059,20034,19947,20061,19950,19722,19770,19869,19770,19841,19797,19890,
13,19917,20051,20045,20158,19973,19948,19868,20179,20052,19971,19920,19722,19967,19736,20012,19693,19867,19805,19917,19697,19753,19771,19838,19663,19741,19736,19541,19975,19646,19743,19810,19645,19831,19670,19637,19839,19642,19845,19565,19769,19500,19890,19505,19413,19739,19552,19719,19597,19787,19564,19868,19676,19664,19885,19712,19774,19595,20127,19516,19797,19676,19704,19652,19697,19650,19677,19860,19830,19969,19880,19920,19789,19655,19988,19771,19927,19985,20034,19790,19930,19812,19727,19893,19766,20197,19954,19948,19702,20128,20056,19964,20177,19983,19794,19785,19891,19834,19867,19905,19908,
14,19943,19994,19993,20229,20082,19864,19853,20117,19940,19998,19860,19753,19982,19760,20180,19751,19934,19843,19935,19685,19801,19766,19900,19580,19865,19788,19583,19989,19515,19804,19668,19612,19883,19583,19632,19807,19658,19702,19555,19920,19602,19842,19474,19521,19703,19558,19788,19767,19907,19568,19843,19663,19759,19887,19727,19856,19623,20059,19565,19814,19720,19733,19700,19720,19525,19678,19762,19866,19923,19923,19943,19761,19670,19968,19732,19910,20069,20042,19808,19890,19666,19744,19977,19727,20070,20069,20017,19666,20149,20076,19978,20226,19996,19720,19800,20034,19852,19948,19982,19923,
15,19968,19906,20013,20345,20110,19839,19802,20074,19932,20029,19823,19721,19970,19817,20212,19765,20015,19796,19955,19685,19786,19848,19891,19518,19867,19848,19631,20003,19545,19890,19742,19584,19923,19565,19580,19776,19669,19757,19616,19983,19655,19794,19454,19587,19629,19564,19828,19826,19839,19610,19794,19716,19800,19894,19742,19739,19627,20103,19558,19723,19811,19757,19700,19745,19524,19588,19789,19878,19979,19983,20088,19664,19688,20189,19665,19978,20030,20108,19745,19893,19840,19759,20005,19759,19980,20139,20092,19682,20202,20027,19991,20262,20037,19792,19815,20110,19863,20102,19994,19938,
